nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes
NCT04093219,PANDORA: Delirium Prevention After Cardiac Surgery Using IV Acetaminophen to Prevent Postoperative Delirium in Older Cardiac Surgical Patients,Beth Israel Deaconess Medical Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2026-03-30,ACTUAL,Delirium in Old Age,IV acetaminophen,Incidence of postoperative delirium,https://clinicaltrials.gov/study/NCT04093219,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: Participants will be followed for the duration of the hospital stay, an average of 5 days"
NCT05313958,Treateament of Newly Diagnosed Acute Monocytic Leukemia in Children,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Unknown,2026-03-30,ESTIMATED,"Leukemia, Monocytic, Acute",Cladribine; G-CSF; Cytarabine; Idarubicin,Overall survival (OS),https://clinicaltrials.gov/study/NCT05313958,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 3 years
NCT05429268,Study to Evaluate the Safety and Efficacy of Tafasitamab Plus Lenalidomide in Participants With Relapsed or Refractory Diffuse Large B-Cell Lymphoma (firmMIND),Incyte Corporation,INDUSTRY,Incyte Corporation,INCY,NASDAQ,US-LISTED,Phase 3,Active Not Recruiting,2026-03-30,ACTUAL,Large B-Cell Lymphoma,Tafasitamab; Lenalidomide,Overall Response Rate (ORR),https://clinicaltrials.gov/study/NCT05429268,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Approximately 24 months
NCT06498908,Intracervical Balloon Placement With Nitrous Oxide Administration,Olivia Sher,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Withdrawn,2026-03-30,ACTUAL,Labor Pain,Nitrous oxide; Oxygen,success rate of intracervical balloon placement,https://clinicaltrials.gov/study/NCT06498908,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 15 minutes
NCT03747458,OPN-375 Efficacy and Safety in Adolescents With Bilateral Nasal Polyps,Optinose US Inc.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2026-03-31,ACTUAL,Bilateral Nasal Polyposis,OPN-375,"Change in nasal congestion/obstruction symptoms (mild, moderate, severe) at the end of Week 4",https://clinicaltrials.gov/study/NCT03747458,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 4 Weeks
NCT03777631,STroke Secondary Prevention With Catheter ABLation and EDoxaban for Patients With Non-valvular Atrial Fibrillation: STABLED Study,Nippon Medical School,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Unknown,2026-03-31,ESTIMATED,Ischemic Stroke,,"Composite of recurrence of cerebral infarction, systemic embolism, all-cause death, hospitalization for heart failure.",https://clinicaltrials.gov/study/NCT03777631,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Up to 6 years
NCT04384484,Study to Evaluate Loncastuximab Tesirine With Rituximab Versus Immunochemotherapy in Participants With Relapsed or Refractory Diffuse Large B-Cell Lymphoma,ADC Therapeutics S.A.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2026-03-31,ACTUAL,Relapsed Diffuse Large B-Cell Lymphoma,Loncastuximab Tesirine; Rituximab; Gemcitabine; Oxaliplatin,Progression-free Survival (PFS),https://clinicaltrials.gov/study/NCT04384484,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 4 years
NCT04415060,SedAting With Volatile Anesthetics Critically Ill COVID-19 Patients in ICU: Effects On Ventilatory Parameters And Survival,Sunnybrook Health Sciences Centre,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-03-31,ESTIMATED,Covid19,Isoflurane Inhalant Product; Sevoflurane inhalant product,Hospital Mortality,https://clinicaltrials.gov/study/NCT04415060,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 365 days
NCT05400317,A Study to Evaluate the Efficacy and Safety of AD-218,Addpharma Inc.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-03-31,ESTIMATED,Mixed Dyslipidemia,AD-218; AD-218A,Percent change (%) of non-HDL-C from baseline at week 12,https://clinicaltrials.gov/study/NCT05400317,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: from baseline at 12 weeks
NCT05433350,"Pharmacokinetic, Efficacy, Safety and Tolerability Study of a Single Dose of Acoziborole in g-HAT Paediatric Patients",Drugs for Neglected Diseases,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Completed,2026-03-31,ACTUAL,"Trypanosomiasis, African",Acoziborole,Maximum concentration (Cmax),https://clinicaltrials.gov/study/NCT05433350,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: From time 0 to 96 hours
NCT06323148,Adjuvant Target Therapy Guided by ctDNA-MRD in Patients With EGFR-mutant II-IIIA Non-small Cell Lung Cancer (ECTOP-1022),Fudan University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2026-03-31,ESTIMATED,Lung Cancer,Osimertinib; No adjuvant therapy,The 3-year Disease-Free Survival (DFS) rate between the observation group and the osimertinib treatment group.,https://clinicaltrials.gov/study/NCT06323148,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 3 years
NCT06327932,HIVEC in Patients With Non-Muscle-Invasive Bladder Cancer,Affiliated Cancer Hospital & Institute of Guangzhou Medical University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2026-03-31,ESTIMATED,Non-Muscle-Invasive Bladder Cancer,Gemcitabine,Recurrence rate,https://clinicaltrials.gov/study/NCT06327932,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 2-year
NCT06361329,Comparing the Efficacy of VHAG and Traditional Chemotherapy Regimens in Newly Diagnosed ETP-ALL,First Affiliated Hospital of Zhejiang University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-03-31,ESTIMATED,ETP-ALL,Homoharringtonine; venetoclax; Cytarabine; G-CSF,1-year EFS,https://clinicaltrials.gov/study/NCT06361329,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 1 year
NCT06757283,ZyVac-TCV Bangladesh Study,"International Centre for Diarrhoeal Disease Research, Bangladesh",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2026-03-31,ESTIMATED,Typhoid Vaccination,,Primary outcome,https://clinicaltrials.gov/study/NCT06757283,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 12 months
NCT06815835,Non-interference Study of MR and Yellow Fever Vaccines Among Bangladeshi Infants Aged 9-12 Months,"International Centre for Diarrhoeal Disease Research, Bangladesh",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2026-03-31,ESTIMATED,Measles,,Seropositivity,https://clinicaltrials.gov/study/NCT06815835,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 06 weeks
NCT07198347,Efficacy and Safety of AG2001 in Patients With Acute Bronchitis,"Ahn-Gook Pharmaceuticals Co.,Ltd",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Not Yet Recruiting,2026-03-31,ESTIMATED,Acute Bronchitis,AG2001; AG20011; AG20012,Change in Bronchitis Severity Score (BSS) from Baseline to Day 4,https://clinicaltrials.gov/study/NCT07198347,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to Day 4
NCT05565222,Piperacillin-tazobactam and Temocillin as Carbapenem-alternatives for the Treatment of Severe Infections Due to Extended-spectrum Beta-lactamase-Producing Gram-negative Enterobacteriaceae in the Intensive Care Unit,Assistance Publique - Hôpitaux de Paris,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Unknown,2026-04,ESTIMATED,Sepsis,Piperacillin/tazobactam or temocillin; Meropenem,Mortality,https://clinicaltrials.gov/study/NCT05565222,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Day 30
NCT05911971,Upper Airway Reeducation in Moderate Obstructive Sleep Apnea Syndrome,Assistance Publique - Hôpitaux de Paris,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2026-04,ESTIMATED,Moderate Obstructive Sleep Apnea Syndrome,,Change in apnea-hypopnea index (AHI),https://clinicaltrials.gov/study/NCT05911971,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: between 0 and 3 months after randomization
NCT06199973,"Injection of SHR-A1811 Versus Physician Choiced Treatment in Patients With Advanced Colorectal Cancer Who Had Failed to Respond to Oxaliplatin, 5-fu, and Irinotecan","Suzhou Suncadia Biopharmaceuticals Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2026-04,ESTIMATED,Advanced Colorectal Cancer,"SHR-A1811; TAS-102, Regorafenib , Fruquintinib",Progressive free survive assessed by Independent Review Committee,https://clinicaltrials.gov/study/NCT06199973,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: Every 6 weeks, up to 3 years"
NCT06232421,"Clinical Study in Adult Patients With Purulent-inflammatory Processes of the Skin and Soft Tissues, Phase I-II of the Wound Process",Research Institute for Physical Chemical Problems of the Belarusian State University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Not Yet Recruiting,2026-04,ESTIMATED,Diabetic Foot Infections,Foscelantan; Povidon-iodine,Number of patients with trophic ulcers cured,https://clinicaltrials.gov/study/NCT06232421,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 15 days
NCT06247046,A Study to Evaluate the Efficacy and Safety of Live SK08 Powder in Patients With IBS-D,"Guangzhou Zhiyi Biotechnology Co., Ltd.",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-04,ESTIMATED,Irritable Bowel Syndrome With Diarrhea,Live SK08 powder; Placebo,Percentage of Patients Who Were Composite Weekly Responders,https://clinicaltrials.gov/study/NCT06247046,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 1-12 weeks
NCT06405100,Efficacy and Safety of Tacrolimus in Combination With Ripertamab in the Initial Treatment of Patients With MCD,"Air Force Military Medical University, China",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2026-04,ESTIMATED,Minimal Change Disease,Supportive care+Prednisone; Supportive care+Tacrolimus+Ripertamab; Supportive care+Ripertamab,Relapse rate at 24 months,https://clinicaltrials.gov/study/NCT06405100,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Up to 24 months after enrollment
NCT06643130,Evaluate the Efficacy and Safety of Co-administration of JW0104+C2402 in Patients With Hypertension and Dyslipidemia,JW Pharmaceutical,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-04,ESTIMATED,Hypertension,JW0104+C2402; JW0104+C2403; C2402,Change from baseline in msSBP (Systolic Blood Pressure),https://clinicaltrials.gov/study/NCT06643130,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: week 8
NCT07036172,Efficacy and Safety of Semaglutide Injection Vs WEGOVY® in Chinese Obese Patients,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-04,ESTIMATED,Obesity Control,HDM1702; Wegovy ®,The percentage change in body weight from baseline to week 44,https://clinicaltrials.gov/study/NCT07036172,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: week 44
NCT07462260,Sildinafil in Pulmonary Hypertension-Rheumatic Chronic Valvular Disease(RCT),Sindh Institute of Cardiovascular Diseases,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2026-04,ESTIMATED,Pulmonary Hypertension,Sildenafil 25 MG; Placebo,Change in 6-Minute Walk Distance (6MWD),https://clinicaltrials.gov/study/NCT07462260,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Baseline to 6 weeks
