company_name,ticker,drug_brand,drug_generic,decision_type,decision_date,indication,review_pathway,source_url_1,source_url_2,verification_status,notes,us_investable_class,classification_basis,exchange,decision_id
Eli Lilly and Company,LLY,Ebglyss,lebrikizumab-lbkz,Approval,2024-09-13,Moderate-to-severe atopic dermatitis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761306Orig1s000correctedlbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D027
Zevra Therapeutics,ZVRA,Miplyffa,arimoclomol,Approval,2024-09-20,Niemann-Pick disease type C (with miglustat),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214927s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-niemann-pick-disease-type-c,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D026
IntraBio Inc. (private),NO_TICKER,Aqneursa,levacetylleucine,Approval,2024-09-24,Niemann-Pick disease type C,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/219132s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-approves-new-drug-treat-niemann-pick-disease-type-c,Verified - no public ticker,IntraBio Inc. is privately held,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A')",N/A,D025
Bristol Myers Squibb,BMY,Cobenfy,xanomeline and trospium chloride,Approval,2024-09-26,Schizophrenia,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/216158s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-approves-drug-new-mechanism-action-treatment-schizophrenia,Verified,"Acquired via Karuna Therapeutics buyout ($14B, 2024)",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D024
GE HealthCare Technologies,GEHC,Flyrcado,flurpiridaz F 18,Approval,2024-09-27,Myocardial perfusion imaging,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215168s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D039
Roche Holding AG (Genentech),RHHBY,Itovebi,inavolisib,Approval,2024-10-10,PIK3CA-mutated advanced/metastatic breast cancer,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/219249s001lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified,,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'OTC ADR; primary SIX:ROG',OTC ADR; primary SIX:ROG,D038
Pfizer,PFE,Hympavzi,marstacimab-hncq,Approval,2024-10-11,Hemophilia A/B (routine prophylaxis),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761369s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-hemophilia-or-b,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D037
Astellas Pharma Inc.,ALPMY,Vyloy,zolbetuximab-clzb,Approval,2024-10-18,HER2-negative gastric or gastroesophageal junction adenocarcinoma,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761365,Verified,openFDA Drugs@FDA applicant of record: ASTELLAS.,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'OTC ADR; primary TSE:4503',OTC ADR; primary TSE:4503,D250
Iterum Therapeutics,ITRM,Orlynvah,sulopenem etzadroxil and probenecid,Approval,2024-10-25,Uncomplicated urinary tract infections,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213972s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D036
Syndax Pharmaceuticals,SNDX,Revuforj,revumenib,Approval,2024-11-15,Relapsed/refractory KMT2A-rearranged acute leukemia,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218944s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D035
Zymeworks Inc.,ZYME,Ziihera,zanidatamab-hrii,Approval (Accelerated),2024-11-20,HER2-positive biliary tract cancer,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761416s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified,Jazz Pharmaceuticals holds commercial rights,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D034
AOP Health (AOP Orphan Pharmaceuticals),NO_TICKER,Rapiblyk,landiolol,Approval,2024-11-22,Supraventricular tachycardia,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=217202,Verified - no public ticker,openFDA Drugs@FDA applicant of record: AOP HLTH US. Austrian privately held group; no listed equity,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - privately held')",N/A - privately held,D248
"BridgeBio Pharma, Inc.",BBIO,Attruby,acoramidis,Approval,2024-11-22,Cardiomyopathy of wild-type or variant transthyretin-mediated amyloidosis,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216540,Verified,openFDA Drugs@FDA applicant of record: BRIDGEBIO PHARMA.,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D249
Bracco Imaging S.p.A.,NO_TICKER,Iomervu,iomeprol,Approval,2024-11-27,Radiographic contrast agent,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216017,Verified - no public ticker,openFDA Drugs@FDA applicant of record: BRACCO. Italian privately held group; no listed equity,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - privately held')",N/A - privately held,D247
"Merus N.V. (acquired by Genmab, 2025)",MRUS,Bizengri,zenocutuzumab-zbco,Approval,2024-12-04,NRG1 fusion-positive non-small cell lung cancer and pancreatic adenocarcinoma,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761352,Verified - FLAGGED IRREGULARITY,openFDA Drugs@FDA applicant of record: MERUS N.V.. Genmab completed the acquisition in 2025; MRUS delisted,FORMERLY US-LISTED (DELISTED/ACQUIRED),"derived 2026-09-12 from verified exchange/ticker fields; exchange field states a former US venue: 'formerly NASDAQ:MRUS, delisted 2025'","formerly NASDAQ:MRUS, delisted 2025",D246
"Neurocrine Biosciences, Inc.",NBIX,Crenessity,crinecerfont,Approval,2024-12-13,Classic congenital adrenal hyperplasia,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218808,Verified,openFDA Drugs@FDA applicant of record: NEUROCRINE.,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D244
"Checkpoint Therapeutics, Inc. (acquired by Sun Pharma, 2025)",CKPT,Unloxcyt,cosibelimab-ipdl,Approval,2024-12-13,Metastatic or locally advanced cutaneous squamous cell carcinoma,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761297,Verified - FLAGGED IRREGULARITY,openFDA Drugs@FDA applicant of record: CHECKPOINT THERAPEUTICS INC. Sun Pharmaceutical completed the acquisition in 2025; CKPT delisted,FORMERLY US-LISTED (DELISTED/ACQUIRED),"derived 2026-09-12 from verified exchange/ticker fields; exchange field states a former US venue: 'formerly NASDAQ:CKPT, delisted 2025'","formerly NASDAQ:CKPT, delisted 2025",D245
"Xcovery Holding Company, LLC",NO_TICKER,Ensacove,ensartinib,Approval,2024-12-18,ALK-positive locally advanced or metastatic non-small cell lung cancer,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218171,Verified - no public ticker,"openFDA Drugs@FDA applicant of record: XCOVERY. US subsidiary of Betta Pharmaceuticals (Shenzhen, 300558.SZ); no US-listed equity",PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A - privately held (Betta Pharmaceuticals group)')",N/A - privately held (Betta Pharmaceuticals group),D243
Ionis Pharmaceuticals,IONS,Tryngolza,olezarsen,Approval,2024-12-19,Familial chylomicronemia syndrome,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218614s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D040
Vertex Pharmaceuticals,VRTX,Alyftrek,"vanzacaftor, tezacaftor, and deutivacaftor",Approval,2024-12-20,Cystic fibrosis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218730s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D041
Novo Nordisk,NVO,Alhemo,concizumab-mtci,Approval,2024-12-20,Hemophilia A/B (routine prophylaxis),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761315s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D042
AstraZeneca / Daiichi Sankyo,AZN,Datroway,datopotamab deruxtecan-dlnk,Approval,2025-01-17,HR-positive HER2-negative metastatic breast cancer,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761394s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,Co-developed by AstraZeneca and Daiichi Sankyo (DSNKY OTC),US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D043
medac GmbH (private),NO_TICKER,Grafapex,treosulfan,Approval,2025-01-21,Conditioning regimen for HSCT (AML/MDS),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/214759s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified - no public ticker,medac GmbH is a privately held German company; US distribution via Medexus Pharmaceuticals,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A')",N/A,D044
Vertex Pharmaceuticals,VRTX,Journavx,suzetrigine,Approval,2025-01-30,Moderate-to-severe acute pain,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219209s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-approves-novel-non-opioid-treatment-moderate-severe-acute-pain,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D045
SpringWorks Therapeutics,SWTX,Gomekli,mirdametinib,Approval,2025-02-11,Neurofibromatosis type 1 with plexiform neurofibromas,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219379Orig1s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D046
"Deciphera Pharmaceuticals (acquired by ONO Pharmaceutical, 2025)",NO_TICKER,Romvimza,vimseltinib,Approval,2025-02-14,Tenosynovial giant cell tumor,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219304s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified - now private subsidiary,Deciphera acquired by ONO Pharmaceutical (TSE:4528) in 2025; DCPH delisted,FORMERLY US-LISTED (DELISTED/ACQUIRED),"derived 2026-09-12 from verified exchange/ticker fields; exchange field states a former US venue: 'formerly NASDAQ:DCPH, delisted'","formerly NASDAQ:DCPH, delisted",D047
GSK plc,GSK,Blujepa,gepotidacin,Approval,2025-03-25,Uncomplicated urinary tract infections,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218230s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D049
Sanofi,SNY,Qfitlia,fitusiran,Approval,2025-03-28,Hemophilia A/B (with/without inhibitors),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219019s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-approves-novel-treatment-hemophilia-or-b-or-without-factor-inhibitors,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D048
Novartis AG,NVS,Vanrafia,atrasentan,Approval (Accelerated),2025-04-02,IgA nephropathy (proteinuria reduction),Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219208s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D050
Akeso Inc.,9926.HK,penpulimab-kcqx,penpulimab-kcqx,Approval,2025-04-23,Nasopharyngeal carcinoma,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761258Orig1s000correctedlbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified - foreign listing only,Akeso's first internally-developed biologic approved by FDA; HK-listed only,NON-US LISTING ONLY,derived 2026-09-12 from verified exchange/ticker fields; exchange field states there is no US-listed equity: 'HKEX Hong Kong; no US ticker',HKEX Hong Kong; no US ticker,D051
Johnson & Johnson,JNJ,Imaavy,nipocalimab-aahu,Approval,2025-04-29,Generalized myasthenia gravis,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761430s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D052
Verastem Oncology,VSTM,Avmapki Fakzynja Co-Pack,avutometinib and defactinib,Approval (Accelerated),2025-05-08,KRAS-mutated recurrent low-grade serous ovarian cancer,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219616s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D054
AbbVie,ABBV,Emrelis,telisotuzumab vedotin-tllv,Approval (Accelerated),2025-05-14,c-Met overexpressing non-squamous NSCLC,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761384s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D053
Alcon Inc.,ALC,Tryptyr,acoltremon,Approval,2025-05-28,Dry eye disease,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/217370s000lbl.pdf,https://www.hcplive.com/view/fda-approves-acoltremon-ophthalmic-solution-tryptyr-for-dry-eye-disease,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D055
Merck & Co.,MRK,Enflonsia,clesrovimab-cfor,Approval,2025-06-09,RSV prevention in neonates/infants,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761432s000lbledt.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D057
Nuvation Bio,NUVB,Ibtrozi,taletrectinib,Approval,2025-06-11,ROS1-positive non-small cell lung cancer,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219713s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D056
