nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes,window_source
NCT05834868,Efficacy and Safety of THDB0206 Compared to Insulin Lispro Injection in Participants With Type 2 Diabetes,"Tonghua Dongbao Pharmaceutical Co.,Ltd",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-12-10,ACTUAL,Type 2 Diabetes,THDB0206 Injection; Insulin Lispro Injection,Change in Glycosylated Haemoglobin (HbA1c) After 26 Weeks of Treatment,https://clinicaltrials.gov/study/NCT05834868,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 26,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT06153693,Efficacy and Safety of Lorundrostat in Subjects With Uncontrolled and Resistant Hypertension,Mineralys Therapeutics Inc.,INDUSTRY,Mineralys Therapeutics Inc.,MLYS,,US-LISTED,Phase 3,Completed,2024-12-10,ACTUAL,Hypertension,Placebo; lorundrostat Dose 1; lorundrostat Dose 2,Change from baseline in automated office BP (AOBP) SBP at Week 6 in subjects randomized to lorundrostat 50 mg QD compared to subjects randomized to placebo,https://clinicaltrials.gov/study/NCT06153693,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),exact match (legal suffixes removed) against SEC company_tickers.json,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 6,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT06166030,IMMUNERECOV CONTRIBUTES TO IMPROVEMENT OF RESPIRATORY AND IMMUNOLOGICAL RESPONSE IN POST-COVID-19 PATIENTS.,Federal University of São Paulo,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Unknown,2024-12-10,ESTIMATED,Long Covid19,,Effects of ImmuneRecov on Lung Function and Immune Response,https://clinicaltrials.gov/study/NCT06166030,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Effects of 30 days supplementation with ImmuneRecov on Lung Function and Immune Response,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT06952231,Effect of Sitagliptin and Empagliflozin in Combination With Metformin on Hs-CRP Levels in Patients With Type 2 Diabetes Mellitus,University of Lahore,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-12-10,ACTUAL,Diabetes Mellitus,Sitagliptin + Metformin; Empagliflozin + Metformin,hs-CRP,https://clinicaltrials.gov/study/NCT06952231,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 12 weeks,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT05144217,Impact of Silymarin Dosages to Decrease Drug-induced Elevated Liver Enzymes Compared to Placebo,Prof. Dr. Frank Behrens,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Completed,2024-12-12,ACTUAL,Drug-induced Liver Injury,Placebo; 2x 140 mg per day; 3x 280 mg per day; 1x 1120 mg,Change in blood ALT (Alanine-Aminotransferase) in IU/L,https://clinicaltrials.gov/study/NCT05144217,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: at day 35,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT05502380,Broad-spectrum Antibiotic Prophylaxis in Tumor and Infected Orthopedic Surgery,Balgrist University Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2024-12-12,ESTIMATED,Surgical Site Infection,Standard antibiotic prophylaxis,Incidence of Surgical Site Infections (SSI) at 6 weeks for surgeries without implant; and 1 year for surgeries with implant,https://clinicaltrials.gov/study/NCT05502380,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: 6 weeks postoperatively, or 1 year postoperatively in case of implant-related orthopedic surgery",clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT06350890,Efficacy and Safety of Berberine Ursodeoxycholate (HTD1801) in Patients With Type 2 Diabetes,Shenzhen HighTide Biopharmaceutical Ltd.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-12-12,ACTUAL,T2DM (Type 2 Diabetes Mellitus),HTD1801; Placebo,Primary Endpoint: Mean Change in HbA1c,https://clinicaltrials.gov/study/NCT06350890,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 24 Weeks,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT06353347,Efficacy and Safety of Berberine Ursodeoxycholate (HTD1801) in Patients With Type 2 Diabetes Inadequately Controlled With Metformin,Shenzhen HighTide Biopharmaceutical Ltd.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-12-12,ACTUAL,Type 2 Diabetes Mellitus,HTD1801; Placebo,Primary Endpoint: mean change in HbA1c,https://clinicaltrials.gov/study/NCT06353347,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 24 Weeks,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT03587116,A Study to Evaluate Prospective Efficacy and Safety Data of Current FIX Prophylaxis Replacement Therapy in Adult Hemophilia B Subjects (FIX:C≤2%) or Current FVIII Prophylaxis Replacement Therapy in Adult Hemophilia A Subjects (FVIII:C≤1%),Pfizer,INDUSTRY,Pfizer Inc.,PFE,NYSE,US-LISTED,Phase 3,Completed,2024-12-13,ACTUAL,Hemophilia B,Standard of Care FIX Replacement therapy; Standard of Care FVIII Replacement therapy,Annualized Bleeding Rate (ABR) for Treated Bleeds and All Bleeds During Prospective Data Collection Period in Hemophilia B Participants: Efficacy Analysis Set,https://clinicaltrials.gov/study/NCT03587116,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Hospira acquired by Pfizer in 2015; parent is the listed issuer,lead sponsor class: INDUSTRY | primary endpoint time frame: During prospective data collection period (from baseline visit of the study [Day 1] up to end of study follow-up [maximum follow-up: 1269 days]),clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT05175105,"A Study to Evaluate the Efficacy and Safety of Mitapivat in Pediatric Participants With Pyruvate Kinase Deficiency (PKD) Who Are Not Regularly Transfused, Followed by a 5-Year Extension Period","Agios Pharmaceuticals, Inc.",INDUSTRY,"Agios Pharmaceuticals, Inc.",AGIO,NASDAQ,US-LISTED,Phase 3,Active Not Recruiting,2024-12-13,ACTUAL,Pediatric Pyruvate Kinase Deficiency,Mitapivat; Mitapivat-matching placebo,Percentage of Participants Achieving a Hemoglobin (Hb) Response,https://clinicaltrials.gov/study/NCT05175105,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline up to Week 20,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT06937697,Clinical of Hypersensitivity Reduction Efficacy on Two Toothpastes,Colgate Palmolive,INDUSTRY,Colgate Palmolive,CL,,US-LISTED,Phase 3,Completed,2024-12-13,ACTUAL,Hypersensitivity,Test toothpaste; Control toothpaste,tactile sensitivity,https://clinicaltrials.gov/study/NCT06937697,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),exact match (legal suffixes removed) against SEC company_tickers.json,lead sponsor class: INDUSTRY | primary endpoint time frame: baseline and 8 week measurement,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT07185282,A Phase 3 Study of MH004 Ointment in Patients With Mild to Moderate Atopic Dermatitis,Minghui Pharmaceutical (Hangzhou) Ltd,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-12-13,ACTUAL,Atopic Dermatitis (AD),MH004 Ointment; Vehicle Ointment,Proportion of participants achieving Investigator's Global Assessment treatment success (IGA-TS) at Week 4.,https://clinicaltrials.gov/study/NCT07185282,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to week 4.,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT04684524,Dupilumab in Allergic Fungal Rhinosinusitis (AFRS),Sanofi,INDUSTRY,Sanofi,SNY,NASDAQ,US-LISTED,Phase 3,Completed,2024-12-14,ACTUAL,Allergic Fungal Rhinosinusitis,Dupilumab SAR231893; Placebo,Change From Baseline to Week 52 in Opacification of Sinuses Assessed by CT Scan Using the LMK Score,https://clinicaltrials.gov/study/NCT04684524,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Genzyme acquired by Sanofi in 2011; parent is the listed issuer,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline (Day 1) and Week 52,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT05110001,Rose Bengal Electromagnetic Activation With Green Light for Infection Reduction,"University of California, San Francisco",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-12-14,ACTUAL,Acanthamoeba Keratitis,Moxifloxacin Ophthalmic; Chlorhexidine Gluconate; Natamycin; Rose Bengal,Best Spectacle-Corrected Visual Acuity,https://clinicaltrials.gov/study/NCT05110001,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 6 Months,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT07186114,A Prospective Study on the Therapeutic Outcomes of Mebo and Tantum Verde in Patients With Oral Mucositis,Cairo University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-12-14,ACTUAL,Oral Mucositis (Ulcerative) Due to Radiation,MEBO Wound Ointment (MEBO); Tantum Verde® mouthwash,WHO oral mucositis score,https://clinicaltrials.gov/study/NCT07186114,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: We assessed patients for the three outcomes at baseline, one week and at the end of the study period which is two weeks",clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT02518594,A Trial of Pessary and Progesterone for Preterm Prevention in Twin Gestation With a Short Cervix,The George Washington University Biostatistics Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-12-15,ACTUAL,Short Cervical Length,Vaginal progesterone; Placebo,Number of Participants With Delivery or Fetal Loss of Either Twin Prior to 35 Weeks Gestation,https://clinicaltrials.gov/study/NCT02518594,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: From randomization to 35 weeks gestation (a period of up to 19 weeks),clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT03408080,Open Pilot Trial of BHV-4157,"University of California, Los Angeles",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2024-12-15,ESTIMATED,Spinocerebellar Ataxias,BHV-4157,Scale for the Assessment and Rating of Ataxia,https://clinicaltrials.gov/study/NCT03408080,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Up to 12 months,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT04148911,A Study of Atezolizumab Plus Nab-Paclitaxel in the Treatment of Unresectable Locally Advanced or Metastatic PD-L1-Positive Triple-Negative Breast Cancer,Hoffmann-La Roche,INDUSTRY,Roche Holding AG,RHHBY,OTCQX,US-LISTED,Phase 3,Completed,2024-12-15,ACTUAL,Triple-Negative Breast Cancer,Atezolizumab; Nab-Paclitaxel,Percentage of Participants With Treatment-emergent Grade ≥3 Adverse Events (AEs),https://clinicaltrials.gov/study/NCT04148911,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),F. Hoffmann-La Roche AG operating entity of Roche Holding AG (OTCQX:RHHBY / SIX:ROG),lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 60 months,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT05471544,"Effectiveness, Feasibility and Acceptability of Seasonal Malaria Chemoprevention in Aweil South County in South Sudan",Malaria Consortium,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Unknown,2024-12-15,ESTIMATED,Malaria,Sulfadoxine pyrimethamine; Amodiaquine,Malaria incidence in study population in intervention county and eligible children in one control county,https://clinicaltrials.gov/study/NCT05471544,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Five months,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT05814341,Citrate Anticoagulation in Renal Replacement Therapy: Impact of a High Post-filter Calcium Target on Efficacy,Assistance Publique - Hôpitaux de Paris,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-12-15,ACTUAL,Renal Replacement Therapy,Citrate,Incidence of filter clotting,https://clinicaltrials.gov/study/NCT05814341,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 72 hours,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT06685679,Melatonin for Pulmonary Hypertension in Full Term Neonates,Ain Shams University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-12-15,ACTUAL,Neonatal Diseases and Abnormalities,Melatonin,Pulmonary arterial pressure,https://clinicaltrials.gov/study/NCT06685679,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: After 72 hours of the start of the drug,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT04733742,Endovascular Treatment With Versus Without Intravenous rhTNK-tPA in Stroke,Xinqiao Hospital of Chongqing,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Completed,2024-12-16,ACTUAL,"Stroke, Acute",rhTNK-tPA,Proportion of patients functionally independent (mRS score 0 to 2) at 90 days,https://clinicaltrials.gov/study/NCT04733742,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 90 days,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT04953884,"Efficacy, PK, Immunogenicity and Safety of Wilate in Severe Von Willebrand Disease (VWD) Patients <6 Years of Age",Octapharma,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-12-16,ACTUAL,Von Willebrand Disease,Wilate,Total Annualised Bleeding Rate (TABR) During Prophylactic Treatment With Wilate.,https://clinicaltrials.gov/study/NCT04953884,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: During 12 months of prophylactic treatment,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
NCT05002569,A Study to Assess Adjuvant Immunotherapy With Nivolumab Plus Relatlimab Versus Nivolumab Alone After Complete Resection of Stage III-IV Melanoma,Bristol-Myers Squibb,INDUSTRY,Bristol-Myers Squibb Company,BMY,NYSE,US-LISTED,Phase 3,Terminated,2024-12-16,ACTUAL,Melanoma,,Recurrence Free Survival (RFS),https://clinicaltrials.gov/study/NCT05002569,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Celgene acquired by Bristol-Myers Squibb in November 2019,lead sponsor class: INDUSTRY | primary endpoint time frame: Approximately 27.5 Months,clinicaltrials_phase3_2024_2025_windows/studies_2024H2.json
