company_name,ticker,exchange,us_investable_class,phase3_trials_tracked_2026_2027,phase3_active_or_recruiting,phase3_completed,phase3_paused_or_terminated,deep_dive_pipeline_programs,advanced_to_next_phase_count,paused_or_clinical_hold_count,clinical_progression_rate_pct,novel_nme_approvals,original_non_nme_approvals,label_expansions_approved,crl_rejections_tracked,total_fda_decisions_tracked,fda_approval_rate_pct,composite_clinical_score_0_100,success_grade,source_url_1,source_url_2,verification_status,notes
Assertio Holdings (current holder) / Spectrum Pharmaceuticals (applicant at approval),SPPI,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,0,0,1,2,0,0,,2,0,5,1,3,66.7,34.9,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761148Orig1s000Corrected_lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 1 CRL(s) [approval rate 66.7%] | 5 label expansion(s)"
Novo Nordisk A/S,NVO,NYSE,US-LISTED (ADR),5,4,0,1,9,0,0,,9,16,63,2,11,81.8,33.1,E,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://clinicaltrials.gov/study/NCT07076199,Verified - Phase 3 Registry + FDA Outcomes,"5 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (4 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 9 novel approval(s), 2 CRL(s) [approval rate 81.8%] | 16 original non-NME approval(s) | 63 label expansion(s)"
Amylyx Pharmaceuticals,AMLX,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,0,0,0,1,100.0,31.4,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216660s000lbledt.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Teva Pharmaceutical Industries Limited,TEVA,NYSE,US-LISTED (ADR),0,0,0,0,6,0,0,,6,33,24,6,12,50.0,30.8,E,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761089,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 6 novel approval(s), 6 CRL(s) [approval rate 50.0%] | 33 original non-NME approval(s) | 24 label expansion(s)"
Milestone Pharmaceuticals,MIST,NASDAQ,US-LISTED,1,0,1,0,1,0,0,,1,0,0,1,2,50.0,30.7,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218571s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 1 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
"CELLTRION, Inc.",068270.KS,KRX,US-LISTED,2,1,1,0,,,,,0,0,0,6,6,0.0,30.3,E,https://clinicaltrials.gov/study/NCT06571591,https://clinicaltrials.gov/study/NCT06952478,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 1 completed) | FDA outcomes: 0 novel approval(s), 6 CRL(s) [approval rate 0.0%]"
Alvotech USA Inc.,ALVO,,US-LISTED,0,0,0,0,,,,,0,0,0,6,6,0.0,30.3,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 6 CRL(s) [approval rate 0.0%]"
Cytokinetics Incorporated,CYTK,NASDAQ,US-LISTED,2,1,0,1,1,0,0,,1,0,0,0,1,100.0,29.9,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219083s000lbl.pdf,https://clinicaltrials.gov/study/NCT04464525,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Arrowhead Pharmaceuticals,ARWR,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,0,0,0,1,100.0,29.9,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219947s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Revolution Medicines,RVMD,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,0,0,0,1,100.0,29.9,E,https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-daraxonrasib-metastatic-pancreatic-adenocarcinoma,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Takeda Pharmaceutical Company (US rights) / Protagonist Therapeutics (originator),PTGX,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,0,0,0,1,100.0,29.9,E,https://www.takeda.com/newsroom/newsreleases/2026/fda-approval-mimrylo/,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
LENZ Therapeutics,LENZ,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,29.9,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218585s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Omeros Corporation,OMER,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,1,2,50.0,29.9,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761152Orig1s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
Fresenius SE & Co. KGaA,FSNUY,OTC,US-LISTED,0,0,0,0,,,,,0,32,9,5,5,0.0,27.9,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 5 CRL(s) [approval rate 0.0%] | 32 original non-NME approval(s) | 9 label expansion(s)"
Sun Pharma Advanced Research Company Limited,SPARC.NS,NSE,US-LISTED,0,0,0,0,,,,,0,0,0,5,5,0.0,27.9,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 5 CRL(s) [approval rate 0.0%]"
"Tanvex BioPharma USA, Inc.",6541.TW,TWSE,US-LISTED,0,0,0,0,,,,,0,0,0,5,5,0.0,27.9,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 5 CRL(s) [approval rate 0.0%]"
Outlook Therapeutics,OTLK,NASDAQ,US-LISTED,1,1,0,0,1,1,0,100.0,1,0,0,3,4,25.0,26.5,E,https://ir.outlooktherapeutics.com/investor-overview/,https://finance.yahoo.com/sectors/healthcare/articles/outlook-therapeutics-wins-appeal-following-110000496.html,Verified - Deep-Dive Pipeline & FDA Record,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 1 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 3 CRL(s) [approval rate 25.0%]"
Hikma Pharmaceuticals USA Inc.,HIK.L,LSE,US-LISTED,0,0,0,0,,,,,0,0,0,4,4,0.0,25.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 4 CRL(s) [approval rate 0.0%]"
Shilpa Medicare Limited,SHILPAMED.NS,NSE,US-LISTED,0,0,0,0,,,,,0,0,0,4,4,0.0,25.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 4 CRL(s) [approval rate 0.0%]"
Aldeyra Therapeutics,ALDX,see price snapshot source,US-LISTED,1,1,0,0,8,1,2,33.3,0,0,0,3,3,0.0,24.5,E,https://www.aldeyra.com/pipeline/,https://ir.aldeyra.com/news-releases/news-release-details/aldeyra-therapeutics-announces-expansion-rasp-platform-include,Verified - Deep-Dive Pipeline & FDA Record,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 1 advanced, 2 paused/on hold | FDA outcomes: 0 novel approval(s), 3 CRL(s) [approval rate 0.0%]"
Lexicon Pharmaceuticals,LXRX,NASDAQ,US-LISTED,1,1,0,0,2,0,0,,2,0,0,1,3,66.7,23.3,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216203s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 1 CRL(s) [approval rate 66.7%]"
"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",600276.SS,SSE,US-LISTED,12,11,1,0,,,,,0,0,0,3,3,0.0,21.6,E,https://clinicaltrials.gov/study/NCT06430437,https://clinicaltrials.gov/study/NCT05814354,Verified - Phase 3 Registry + FDA Outcomes,"12 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (11 active, 1 completed) | FDA outcomes: 0 novel approval(s), 3 CRL(s) [approval rate 0.0%]"
Zealand Pharma A/S,ZLDPF,OTC / CPH,US-LISTED (ADR),1,0,1,0,1,0,0,,1,0,1,2,3,33.3,21.6,E,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 1 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 2 CRL(s) [approval rate 33.3%] | 1 label expansion(s)"
Verrica Pharmaceuticals Inc.,VRCA,,US-LISTED,1,1,0,0,,,,,0,0,0,3,3,0.0,21.6,E,https://clinicaltrials.gov/study/NCT07246590,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | FDA outcomes: 0 novel approval(s), 3 CRL(s) [approval rate 0.0%]"
"Agile Therapeutics, Inc.",AGRX,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,3,3,0.0,21.6,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 3 CRL(s) [approval rate 0.0%]"
Xspray Pharma AB,XSPRAY.ST,Nasdaq Stockholm,US-LISTED,0,0,0,0,,,,,0,0,0,3,3,0.0,21.6,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 3 CRL(s) [approval rate 0.0%]"
TG Therapeutics,TGTX,NASDAQ,US-LISTED,1,1,0,0,2,0,0,,2,0,0,0,2,100.0,19.9,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761238s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Baxter International,BAX,NYSE,US-LISTED,0,0,0,0,1,0,0,,1,19,22,3,4,25.0,19.3,E,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 3 CRL(s) [approval rate 25.0%] | 19 original non-NME approval(s) | 22 label expansion(s)"
Capricor Therapeutics,CAPR,NASDAQ,US-LISTED,0,0,0,0,5,2,1,66.7,0,0,0,2,2,0.0,18.9,E,https://www.capricor.com/pipeline/,https://www.stocktitan.net/news/CAPR/capricor-therapeutics-reports-second-quarter-2026-financial-results-bwpih3a29010.html,Verified - Deep-Dive Pipeline & FDA Record,"Pipeline progression: 2 advanced, 1 paused/on hold | FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
"Biohaven Pharmaceuticals, Inc.",BHVN,NASDAQ,US-LISTED,2,1,0,1,1,0,0,,1,0,0,1,2,50.0,17.1,E,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212728,https://clinicaltrials.gov/study/NCT06976268,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
"Ardelyx, Inc.",ARDX,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,1,0,1,2,50.0,17.1,E,https://www.fda.gov/media/133911/download,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%] | 1 original non-NME approval(s)"
PharmaEssentia Corp.,6446.TW,Taiwan Stock Exchange (TPEx); no US listing,NON-US LISTING ONLY,1,1,0,0,1,0,0,,1,0,0,1,2,50.0,17.1,E,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
"Ocular Therapeutix, Inc.",OCUL,,US-LISTED,1,1,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://clinicaltrials.gov/study/NCT06223958,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
"Samsung Biologics Co., Ltd.",207940.KS,KRX,US-LISTED,1,1,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://clinicaltrials.gov/study/NCT06348199,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
"AVEO Pharmaceuticals, Inc. (acquired by LG Chem, 2023)",AVEO,"formerly NASDAQ:AVEO, delisted 2023",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,1,2,50.0,17.1,E,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
"Checkpoint Therapeutics, Inc. (acquired by Sun Pharma, 2025)",CKPT,"formerly NASDAQ:CKPT, delisted 2025",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,1,2,50.0,17.1,E,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
"Evolus, Inc.",EOLS,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,1,2,50.0,17.1,E,https://www.fda.gov/media/133911/download,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
"Trevena, Inc.",TRVN,formerly NASDAQ:TRVN; now quoted on OTC Markets - Yahoo history rejected,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,1,2,50.0,17.1,E,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210730,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
Adamis Pharmaceuticals Corporation,ADMP,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
"Amneal Pharmaceuticals, Inc.",AMRX,NYSE,US-LISTED,0,0,0,0,,,,,0,13,5,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%] | 13 original non-NME approval(s) | 5 label expansion(s)"
"Cipla USA, Inc.",CIPLA.NS,NSE,US-LISTED,0,0,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
"Fennec Pharmaceuticals, Inc.",FENC,,US-LISTED,0,0,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
"Heron Therapeutics, Inc.",HRTX,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
"Laboratorios Farmaceuticos Rovi, S.A.",ROVI.MC,BME,US-LISTED,0,0,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
Organon & Co.,OGN,NYSE,US-LISTED,0,0,0,0,,,,,0,16,82,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%] | 16 original non-NME approval(s) | 82 label expansion(s)"
"Replimune Group, Inc.",REPL,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
Telix Pharmaceuticals (US) Inc.,TLX,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
Unicycive Therapeutics Inc.,UNCY,,US-LISTED,0,0,0,0,,,,,0,0,0,2,2,0.0,17.1,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 2 CRL(s) [approval rate 0.0%]"
"Immunomedics, Inc.",IMMU,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,7,1,2,50.0,13.2,E,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761115,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%] | 7 label expansion(s)"
MediWound,MDWD,NASDAQ (ADS),US-LISTED (ADR),0,0,0,0,1,0,0,,1,0,1,1,2,50.0,13.2,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761192s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%] | 1 label expansion(s)"
Revance Therapeutics,RVNC,"formerly NASDAQ:RVNC, delisted Feb 2025",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,1,2,50.0,13.2,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761127s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
Stealth BioTherapeutics,MITO,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,1,2,50.0,13.2,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/215244s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
REGENXBIO,RGNX,NASDAQ,US-LISTED,0,0,0,0,6,2,2,50.0,0,0,0,1,1,0.0,12.2,E,https://www.stocktitan.net/news/RGNX/regenxbio-announces-regulatory-update-on-ultra-rare-mps-7dcpe4htqein.html,https://www.fiercebiotech.com/biotech/fda-clinical-hold-derails-regenxbio-gene-therapy-refiling-plan,Verified - Deep-Dive Pipeline & FDA Record,"Pipeline progression: 2 advanced, 2 paused/on hold | FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
Scholar Rock Holding Corporation,SRRK,NASDAQ,US-LISTED,1,1,0,0,5,2,0,100.0,1,0,0,1,2,50.0,11.4,E,https://investors.scholarrock.com/news-releases/news-release-details/fda-issues-complete-response-letter-crl-apitegromab-treatment,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - Deep-Dive Pipeline & FDA Record,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 2 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
Swedish Orphan Biovitrum AB,SOBI.ST,Nasdaq Stockholm,US-LISTED,2,2,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://clinicaltrials.gov/study/NCT03165734,https://clinicaltrials.gov/study/NCT06716814,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 0 completed) | FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
Cingulate Inc.,CING,NASDAQ,US-LISTED,1,0,0,1,,,,,0,0,0,1,1,0.0,10.8,E,https://clinicaltrials.gov/study/NCT05924594,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 0 completed) | FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Minerva Neurosciences, Inc",NERV,,US-LISTED,1,1,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://clinicaltrials.gov/study/NCT07565428,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
Affymax (withdrawn drug 2013; delisted),AFFY,,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,10.8,E,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Arena Pharmaceuticals (acquired by Eisai 2022),ARNA,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,10.8,E,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Oncopeptides AB (applicant at approval),ONCO.ST,Nasdaq Stockholm; no US listing,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,10.8,E,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"ARS Pharmaceuticals, Inc.",SPRY,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Abeona Therapeutics, Inc.",ABEO,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Achieve Life Sciences, Inc.",ACHV,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Applied Therapeutics, Inc.",APLT,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
Aquestive Therapeutics Inc.,AQST,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Atara Biotherapeutics, Inc.",ATRA,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
