decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1965-1959-18,1959,NDA 011556,ANTURANE,SULFINPYRAZONE,NOVARTIS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-05-13,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011556,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011556%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-05-13, TYPE 1, STANDARD, holder NOVARTIS, product ANTURANE (SULFINPYRAZONE 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-23,1959,NDA 011657,BETAPRONE,PROPIOLACTONE N/A,FOREST LABS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-06-12,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011657,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011657%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-06-12, TYPE 1, STANDARD, holder FOREST LABS, product BETAPRONE (PROPIOLACTONE N/A; SOLUTION; IRRIGATION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-24,1959,NDA 011839,PROVERA,MEDROXYPROGESTERONE ACETATE,PFIZER (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-06-18,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011839,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011839%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-06-18, TYPE 1, STANDARD, holder PFIZER, product PROVERA (MEDROXYPROGESTERONE ACETATE 5MG; TABLET; ORAL; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-25,1959,NDA 011961,MARPLAN,ISOCARBOXAZID,LIFSA DRUGS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-07-01,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011961,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011961%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-07-01, TYPE 1, STANDARD, holder LIFSA DRUGS, product MARPLAN (ISOCARBOXAZID 10MG; TABLET; ORAL; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-27,1959,NDA 011949,SALURON,HYDROFLUMETHIAZIDE,SHIRE LLC (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-07-22,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011949,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011949%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-07-22, TYPE 1, STANDARD, holder SHIRE LLC, product SALURON (HYDROFLUMETHIAZIDE 50MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-28,1959,NDA 011860,HUMORSOL,DEMECARIUM,MERCK (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-08-05,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011860,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011860%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-08-05, TYPE 1, STANDARD, holder MERCK, product HUMORSOL (DEMECARIUM BROMIDE 0.25%; SOLUTION/DROPS; OPHTHALMIC; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-29,1959,NDA 011722,TENUATE,DIETHYLPROPION,MPP PHARMA (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-08-06,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011722,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011722%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-08-06, TYPE 1, PRIORITY, holder MPP PHARMA, product TENUATE (DIETHYLPROPION HYDROCHLORIDE 25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-36,1959,NDA 012003,AKINETON,BIPERIDEN,ABBVIE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-09-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=012003,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA012003%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-09-08, TYPE 1, STANDARD, holder ABBVIE, product AKINETON (BIPERIDEN HYDROCHLORIDE 2MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-37,1959,NDA 012034,PERMITIL,FLUPHENAZINE,SCHERING (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-09-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=012034,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA012034%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-09-09, TYPE 1, STANDARD, holder SCHERING, product PERMITIL (FLUPHENAZINE HYDROCHLORIDE 5MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-38,1959,NDA 011679,PENTOTHAL,THIOPENTAL,ABBOTT (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-09-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011679,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011679%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-09-23, TYPE 1, PRIORITY, holder ABBOTT, product PENTOTHAL (THIOPENTAL SODIUM 400MG/GM; SUSPENSION; RECTAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1959-41,1959,NDA 011891,DURABOLIN,NANDROLONE,ORGANON USA INC (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1959-10-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011891,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011891%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1959.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1959-10-30, TYPE 1, STANDARD, holder ORGANON USA INC, product DURABOLIN (NANDROLONE PHENPROPIONATE 25MG/ML; INJECTABLE; INJECTION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
