company_name,ticker,drug_name,recent_clinical_trial_result,fda_decision,fda_decision_date,fda_decision_type,stock_pricing_before,stock_pricing_after,pct_change_on_decision,stock_price_t1,pct_change_t1,stock_pricing_summary,company_success_rate_summary,company_score,company_score_grade,company_success_rate_pct,total_drugs_in_profile,approved_drugs,phase3_programs,paused_or_hold,advanced_to_next_phase,review_pathway,indication,fda_source_url,secondary_source_url,verification_status,us_investable_class,notes
Ortho-McNeil (Johnson & Johnson),JNJ,Nucynta (Tapentadol),PROVIDES FOR THE TREATMENT OF MODERATE TO SEVERE ACUTE PAIN. [Ortho McNeil Janssen = J&J.],Approval on 2008-11-20 for Nucynta (Tapentadol) (PROVIDES FOR THE TREATMENT OF MODERATE TO SEVERE ACUTE PAIN. [Ortho McNeil Janss) - Pathway: Standard,2008-11-20,Approval,58.12,55.81,-3.97,58.35,0.40,Before: 58.12 on 2008-11-19 -> After: 55.81 on 2008-11-20 (-3.97%); T+1: 58.35 (0.40%),"Score: 64.6 Grade: C Success Rate: 60.0% - Profile: 40 total, 24 approved, 10 Phase3, 3 paused, 18 advanced",64.6,C,60.0,40,24,10,3,18,Standard,PROVIDES FOR THE TREATMENT OF MODERATE TO SEVERE ACUTE PAIN. [Ortho McNeil Janssen = J&J.],https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022304,Verified,US-LISTED,"Decision engine analysis row: Ortho-McNeil (Johnson & Johnson) Nucynta (Tapentadol) Approval 2008-11-20. Trial result: PROVIDES FOR THE TREATMENT OF MODERATE TO SEVERE ACUTE PAIN. [Ortho McNeil Janssen = J&J.]. Stock: Before: 58.12 on 2008-11-19 -> After: 55.81 on 2008-11-20 (-3.97%); T+1: 58.35 (0.40%). Score: Score: 64.6 Grade: C Success Rate: 60.0% - Profile: 40 total, 24 approved, 10 Phase3, 3 paused, 18 a. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022304"
GlaxoSmithKline plc,GSK,Promacta (Eltrombopag Olamine),PROVIDES FOR THE TREATMENT OF THROMBOCYTOPENIA IN PATIENTS WITH CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIC PURPURA (ITP). [FDA PDF prints 'SHORT TERM IDIOPATHIC THROMBOCYTOPAENIC PUPURA'; corrected with verbatim flag.],Approval on 2008-11-20 for Promacta (Eltrombopag Olamine) (PROVIDES FOR THE TREATMENT OF THROMBOCYTOPENIA IN PATIENTS WITH CHRONIC IMMUNE () - Pathway: Priority; Accelerated,2008-11-20,Approval,35.05,32.54,-7.16,32.85,-6.28,Before: 35.05 on 2008-11-19 -> After: 32.54 on 2008-11-20 (-7.16%); T+1: 32.85 (-6.28%),"Score: 60.2 Grade: C Success Rate: 94.7% - Profile: 33 total, 124 approved, 2 Phase3, 0 paused, 0 advanced",60.2,C,94.7,33,124,2,0,0,Priority; Accelerated,PROVIDES FOR THE TREATMENT OF THROMBOCYTOPENIA IN PATIENTS WITH CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIC PURPURA (ITP). [FDA PDF prints 'SHORT TERM IDIOPATHIC THROMBOCYTOPAENIC PUPURA'; corrected with verbatim flag.],https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022291,Verified - FLAGGED (source-verbatim note),US-LISTED,"Decision engine analysis row: GlaxoSmithKline plc Promacta (Eltrombopag Olamine) Approval 2008-11-20. Trial result: PROVIDES FOR THE TREATMENT OF THROMBOCYTOPENIA IN PATIENTS WITH CHRONIC IMMUNE (IDIOPATHIC) THROMBOC. Stock: Before: 35.05 on 2008-11-19 -> After: 32.54 on 2008-11-20 (-7.16%); T+1: 32.85 (-6.28%). Score: Score: 60.2 Grade: C Success Rate: 94.7% - Profile: 33 total, 124 approved, 2 Phase3, 0 paused, 0 ad. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022291"
Eisai Co. (Japan),4523,Banzel (Rufinamide),PROVIDES FOR THE TREATMENT OF SEIZURES ASSOCIATED WITH LENNOX-GASTAUT SYNDROME. [Licensed from Novartis.],Approval on 2008-11-14 for Banzel (Rufinamide) (PROVIDES FOR THE TREATMENT OF SEIZURES ASSOCIATED WITH LENNOX-GASTAUT SYNDROME. ) - Pathway: Standard,2008-11-14,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2008-11-14 (N/A%); T+1: N/A (N/A%),"Score: 70.4 Grade: B Success Rate: 100.0% - Profile: 4 total, 5 approved, 0 Phase3, 0 paused, 0 advanced",70.4,B,100.0,4,5,0,0,0,Standard,PROVIDES FOR THE TREATMENT OF SEIZURES ASSOCIATED WITH LENNOX-GASTAUT SYNDROME. [Licensed from Novartis.],https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021911,Verified,NON-US LISTING ONLY,"Decision engine analysis row: Eisai Co. (Japan) Banzel (Rufinamide) Approval 2008-11-14. Trial result: PROVIDES FOR THE TREATMENT OF SEIZURES ASSOCIATED WITH LENNOX-GASTAUT SYNDROME. [Licensed from Novar. Stock: Before: N/A on N/A -> After: N/A on 2008-11-14 (N/A%); T+1: N/A (N/A%). Score: Score: 70.4 Grade: B Success Rate: 100.0% - Profile: 4 total, 5 approved, 0 Phase3, 0 paused, 0 adva. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021911"
Pfizer Inc.,PFE,Toviaz (Fesoterodine Fumarate),PROVIDES FOR THE TREATMENT OF OVERACTIVE BLADDER. [Licensed from Schwarz Pharma; Pfizer acquired rights 2007.],Approval on 2008-10-31 for Toviaz (Fesoterodine Fumarate) (PROVIDES FOR THE TREATMENT OF OVERACTIVE BLADDER. [Licensed from Schwarz Pharma;) - Pathway: Standard,2008-10-31,Approval,16.945,16.8027,-0.84,16.8501,-0.56,Before: 16.945 on 2008-10-30 -> After: 16.8027 on 2008-10-31 (-0.84%); T+1: 16.8501 (-0.56%),"Score: 49.6 Grade: D Success Rate: 68.88888888888889% - Profile: 45 total, 31 approved, 15 Phase3, 3 paused, 28 advanced",49.6,D,68.88888888888889,45,31,15,3,28,Standard,PROVIDES FOR THE TREATMENT OF OVERACTIVE BLADDER. [Licensed from Schwarz Pharma; Pfizer acquired rights 2007.],https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022030,Verified,US-LISTED,"Decision engine analysis row: Pfizer Inc. Toviaz (Fesoterodine Fumarate) Approval 2008-10-31. Trial result: PROVIDES FOR THE TREATMENT OF OVERACTIVE BLADDER. [Licensed from Schwarz Pharma; Pfizer acquired rig. Stock: Before: 16.945 on 2008-10-30 -> After: 16.8027 on 2008-10-31 (-0.84%); T+1: 16.8501 (-0.56%). Score: Score: 49.6 Grade: D Success Rate: 68.88888888888889% - Profile: 45 total, 31 approved, 15 Phase3, 3. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022030"
Schwarz BioSciences (acquired by UCB 2006),,Vimpat (Lacosamide),PROVIDES ADJUNCTIVE THERAPY IN THE TREATMENT OF PARTIAL-ONSET SEIZURES IN PATIENTS WITH EPILEPSY. [FDA PDF prints 'SEIZERS'; corrected with verbatim flag. Schwarz Biosciences = UCB subsidiary (UCB acquired Schwarz Pharma 2006).],Approval on 2008-10-28 for Vimpat (Lacosamide) (PROVIDES ADJUNCTIVE THERAPY IN THE TREATMENT OF PARTIAL-ONSET SEIZURES IN PATIEN) - Pathway: Standard,2008-10-28,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2008-10-28 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,PROVIDES ADJUNCTIVE THERAPY IN THE TREATMENT OF PARTIAL-ONSET SEIZURES IN PATIENTS WITH EPILEPSY. [FDA PDF prints 'SEIZERS'; corrected with verbatim flag. Schwarz Biosciences = UCB subsidiary (UCB acquired Schwarz Pharma 2006).],https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022253,Verified - FLAGGED (source-verbatim note),FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Schwarz BioSciences (acquired by UCB 2006) Vimpat (Lacosamide) Approval 2008-10-28. Trial result: PROVIDES ADJUNCTIVE THERAPY IN THE TREATMENT OF PARTIAL-ONSET SEIZURES IN PATIENTS WITH EPILEPSY. [F. Stock: Before: N/A on N/A -> After: N/A on 2008-10-28 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022253"
Watson Pharmaceuticals (Actavis/Allergan/AbbVie lineage),WPI,Rapaflo (Silodosin),PROVIDES TREATMENT OF THE SIGNS AND SYMPTOMS OF BENIGN PROSTATIC HYPERPLASIA. [FDA PDF prints 'PROSTHETIC'; corrected with verbatim flag. Licensed from Kissei.],Approval on 2008-10-08 for Rapaflo (Silodosin) (PROVIDES TREATMENT OF THE SIGNS AND SYMPTOMS OF BENIGN PROSTATIC HYPERPLASIA. [F) - Pathway: Standard,2008-10-08,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2008-10-08 (N/A%); T+1: N/A (N/A%),"Score: 41.5 Grade: D Success Rate: 100.0% - Profile: 1 total, 1 approved, 0 Phase3, 0 paused, 0 advanced",41.5,D,100.0,1,1,0,0,0,Standard,PROVIDES TREATMENT OF THE SIGNS AND SYMPTOMS OF BENIGN PROSTATIC HYPERPLASIA. [FDA PDF prints 'PROSTHETIC'; corrected with verbatim flag. Licensed from Kissei.],https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022206,Verified - FLAGGED (source-verbatim note),FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Watson Pharmaceuticals (Actavis/Allergan/AbbVie lineage) Rapaflo (Silodosin) Approval 2008-10-08. Trial result: PROVIDES TREATMENT OF THE SIGNS AND SYMPTOMS OF BENIGN PROSTATIC HYPERPLASIA. [FDA PDF prints 'PROST. Stock: Before: N/A on N/A -> After: N/A on 2008-10-08 (N/A%); T+1: N/A (N/A%). Score: Score: 41.5 Grade: D Success Rate: 100.0% - Profile: 1 total, 1 approved, 0 Phase3, 0 paused, 0 adva. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022206"
General Electric Co. (GE HealthCare),GE,AdreView (Iobenguane I 123 Injection),"PROVIDES FOR THE DETECTION OF PRIMARY OR METASTATIC PHEOCHROMOCYTOMAS. [FDA PDF prints 'ADRE VIEW', 'IOBENJANE 1123', 'PHECHOCHROMOCYTOMAS'; corrected with verbatim flag.]",Approval on 2008-09-19 for AdreView (Iobenguane I 123 Injection) (PROVIDES FOR THE DETECTION OF PRIMARY OR METASTATIC PHEOCHROMOCYTOMAS. [FDA PDF ) - Pathway: Priority,2008-09-19,Approval,118.8045,127.5747,7.38,125.3222,5.49,Before: 118.8045 on 2008-09-18 -> After: 127.5747 on 2008-09-19 (7.38%); T+1: 125.3222 (5.49%),"Score: 58.7 Grade: C Success Rate: 100.0% - Profile: 4 total, 3 approved, 0 Phase3, 0 paused, 0 advanced",58.7,C,100.0,4,3,0,0,0,Priority,"PROVIDES FOR THE DETECTION OF PRIMARY OR METASTATIC PHEOCHROMOCYTOMAS. [FDA PDF prints 'ADRE VIEW', 'IOBENJANE 1123', 'PHECHOCHROMOCYTOMAS'; corrected with verbatim flag.]",https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022290,Verified - FLAGGED (source-verbatim note),US-LISTED,"Decision engine analysis row: General Electric Co. (GE HealthCare) AdreView (Iobenguane I 123 Injection) Approval 2008-09-19. Trial result: PROVIDES FOR THE DETECTION OF PRIMARY OR METASTATIC PHEOCHROMOCYTOMAS. [FDA PDF prints 'ADRE VIEW', . Stock: Before: 118.8045 on 2008-09-18 -> After: 127.5747 on 2008-09-19 (7.38%); T+1: 125.3222 (5.49%). Score: Score: 58.7 Grade: C Success Rate: 100.0% - Profile: 4 total, 3 approved, 0 Phase3, 0 paused, 0 adva. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022290"
Amgen Inc.,AMGN,Nplate (Romiplostim),PROVIDES TREATMENT FOR THROMBOCYTOPENIA IN ADULTS WITH CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIC PURPURA. [FDA PDF prints 'IDIOPATHIC (IMMUNE) THROMBOCYTOPENIC PURPURA'; verbatim.],Approval on 2008-08-22 for Nplate (Romiplostim) (PROVIDES TREATMENT FOR THROMBOCYTOPENIA IN ADULTS WITH CHRONIC IMMUNE (IDIOPATHI) - Pathway: Priority,2008-08-22,Approval,63.81,64.01,0.31,63.96,0.24,Before: 63.81 on 2008-08-21 -> After: 64.01 on 2008-08-22 (0.31%); T+1: 63.96 (0.24%),"Score: 50.1 Grade: C Success Rate: 63.33333333333333% - Profile: 30 total, 19 approved, 13 Phase3, 2 paused, 13 advanced",50.1,C,63.33333333333333,30,19,13,2,13,Priority,PROVIDES TREATMENT FOR THROMBOCYTOPENIA IN ADULTS WITH CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIC PURPURA. [FDA PDF prints 'IDIOPATHIC (IMMUNE) THROMBOCYTOPENIC PURPURA'; verbatim.],https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125268,Verified - FLAGGED (source-verbatim note),US-LISTED,"Decision engine analysis row: Amgen Inc. Nplate (Romiplostim) Approval 2008-08-22. Trial result: PROVIDES TREATMENT FOR THROMBOCYTOPENIA IN ADULTS WITH CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIC . Stock: Before: 63.81 on 2008-08-21 -> After: 64.01 on 2008-08-22 (0.31%); T+1: 63.96 (0.24%). Score: Score: 50.1 Grade: C Success Rate: 63.33333333333333% - Profile: 30 total, 19 approved, 13 Phase3, 2. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125268"
Prestwick Pharmaceuticals (private; Biovail/Merz lineage),,Xenazine (Tetrabenazine),PROVIDES TREATMENT FOR THE CHOREA OF HUNTINGTON'S DISEASE. [Prestwick Pharmaceuticals = Biovail; US rights later to Lundbeck.],Approval on 2008-08-15 for Xenazine (Tetrabenazine) (PROVIDES TREATMENT FOR THE CHOREA OF HUNTINGTON'S DISEASE. [Prestwick Pharmaceut) - Pathway: Priority,2008-08-15,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2008-08-15 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,PROVIDES TREATMENT FOR THE CHOREA OF HUNTINGTON'S DISEASE. [Prestwick Pharmaceuticals = Biovail; US rights later to Lundbeck.],https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021894,Verified,PRIVATE / NO EQUITY,"Decision engine analysis row: Prestwick Pharmaceuticals (private; Biovail/Merz lineage) Xenazine (Tetrabenazine) Approval 2008-08-15. Trial result: PROVIDES TREATMENT FOR THE CHOREA OF HUNTINGTON'S DISEASE. [Prestwick Pharmaceuticals = Biovail; US . Stock: Before: N/A on N/A -> After: N/A on 2008-08-15 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021894"
The Medicines Company (acquired by Novartis 2020),MDCO,Cleviprex (Clevidipine Butyrate),REDUCES BLOOD PRESSURE WHEN USE OF ORAL THERAPY IS NOT FEASIBLE OR DESIRABLE. [FDA PDF prints 'FENSIBLE'; corrected with verbatim flag.],Approval on 2008-08-01 for Cleviprex (Clevidipine Butyrate) (REDUCES BLOOD PRESSURE WHEN USE OF ORAL THERAPY IS NOT FEASIBLE OR DESIRABLE. [F) - Pathway: Standard,2008-08-01,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2008-08-01 (N/A%); T+1: N/A (N/A%),"Score: 70.4 Grade: B Success Rate: 100.0% - Profile: 5 total, 5 approved, 0 Phase3, 0 paused, 0 advanced",70.4,B,100.0,5,5,0,0,0,Standard,REDUCES BLOOD PRESSURE WHEN USE OF ORAL THERAPY IS NOT FEASIBLE OR DESIRABLE. [FDA PDF prints 'FENSIBLE'; corrected with verbatim flag.],https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022156,Verified - FLAGGED (source-verbatim note),US-LISTED,"Decision engine analysis row: The Medicines Company (acquired by Novartis 2020) Cleviprex (Clevidipine Butyrate) Approval 2008-08-01. Trial result: REDUCES BLOOD PRESSURE WHEN USE OF ORAL THERAPY IS NOT FEASIBLE OR DESIRABLE. [FDA PDF prints 'FENSI. Stock: Before: N/A on N/A -> After: N/A on 2008-08-01 (N/A%); T+1: N/A (N/A%). Score: Score: 70.4 Grade: B Success Rate: 100.0% - Profile: 5 total, 5 approved, 0 Phase3, 0 paused, 0 adva. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022156"
Bayer AG,BAYRY,Eovist (Gadoxetate Disodium),"PROVIDES FOR USE IN MAGNETIC RESONANCE IMAGING (MRI) OF THE LIVER IN ADULT PATIENTS TO PROVIDE CONTRAST IN THE T1 WEIGHTED IMAGES TO AID IN THE DETECTION AND CHARACTERIZATION OF FOCAL LIVER PATHOLOGIES IN PRE-SURGICAL EVALUATION. [FDA PDF prints 'EOVIST INJECTION', 'T1 WIGHTED', 'PATHologies'; corrected with verbatim flag.]",Approval on 2008-07-03 for Eovist (Gadoxetate Disodium) (PROVIDES FOR USE IN MAGNETIC RESONANCE IMAGING (MRI) OF THE LIVER IN ADULT PATIE) - Pathway: Standard,2008-07-03,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2008-07-03 (N/A%); T+1: N/A (N/A%),"Score: 59.2 Grade: C Success Rate: 95.0% - Profile: 16 total, 74 approved, 3 Phase3, 0 paused, 0 advanced",59.2,C,95.0,16,74,3,0,0,Standard,"PROVIDES FOR USE IN MAGNETIC RESONANCE IMAGING (MRI) OF THE LIVER IN ADULT PATIENTS TO PROVIDE CONTRAST IN THE T1 WEIGHTED IMAGES TO AID IN THE DETECTION AND CHARACTERIZATION OF FOCAL LIVER PATHOLOGIES IN PRE-SURGICAL EVALUATION. [FDA PDF prints 'EOVIST INJECTION', 'T1 WIGHTED', 'PATHologies'; corrected with verbatim flag.]",https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022090,Verified - FLAGGED (source-verbatim note),US-LISTED (ADR),"Decision engine analysis row: Bayer AG Eovist (Gadoxetate Disodium) Approval 2008-07-03. Trial result: PROVIDES FOR USE IN MAGNETIC RESONANCE IMAGING (MRI) OF THE LIVER IN ADULT PATIENTS TO PROVIDE CONTR. Stock: Before: N/A on N/A -> After: N/A on 2008-07-03 (N/A%); T+1: N/A (N/A%). Score: Score: 59.2 Grade: C Success Rate: 95.0% - Profile: 16 total, 74 approved, 3 Phase3, 0 paused, 0 adv. Sources: https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf + http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022090"
