crl_row_id,master_crl_id,master_link_status,curated_candidate_ids,duplicate_letter_same_app_same_date,raw_file_name,company_name_verbatim,application_number_verbatim,application_number_normalised,application_kind,letter_date,letter_year,letter_type_verbatim,fda_approval_status_verbatim,later_original_approval_actions_observed,first_later_original_action_date,days_letter_to_first_later_original_action,later_any_approval_actions_observed,first_later_any_action_date,later_original_action_sources,later_any_action_types,conflict_flag,fda_application_url,replay_query_url,dataset_last_updated,evidence_source_files,verification_status,notes
CR-BLA761377-20240627,CR-BLA761377-20240627,JOINED,,FALSE,CRL_BLA761377_20240627.pdf,"CELLTRION, Inc.",BLA 761377,BLA761377,BLA,2024-06-27,2024,COMPLETE RESPONSE,Unapproved,1,2025-10-02,462,1,2025-10-02,openfda_orig_decisions_2011_2026,2025-10-02 ORIG,LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761377,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761377_20240627.pdf%22+AND+letter_date%3A%2206%2F27%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED; the flag is raised for human review, never resolved by preference."
CR-NDA216962-20230317,C030,JOINED_CURATED_DATE_COMPANY,C030,FALSE,216962_2025_Orig1s000OtherActionLtrs.pdf,AbbVie Inc.,NDA 216962,NDA216962,NDA,2023-03-17,2023,COMPLETE RESPONSE,Approved,1,2024-10-16,579,1,2024-10-16,openfda_orig_decisions_2011_2026,2024-10-16 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA216962,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22216962_2025_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2203%2F17%2F2023%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Linked to curated master row C030 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-NDA209531-20250922,C012,JOINED_CURATED_DATE_COMPANY,C012,FALSE,CRL_NDA209531_20250922.pdf,"Biogen, Inc.",NDA 209531/S-016,NDA209531,NDA,2025-09-22,2025,COMPLETE RESPONSE,Unapproved,0,,,1,2026-03-27,,2026-03-27 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA209531,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA209531_20250922.pdf%22+AND+letter_date%3A%2209%2F22%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Linked to curated master row C012 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-BLA761082-20190611,CR-BLA761082-20190611,JOINED,,FALSE,761082_2022_Orig1s000OtherActionLtrs.pdf,"Kashiv BioSciences, LLC",BLA 761082,BLA761082,BLA,2019-06-11,2019,COMPLETE RESPONSE,Approved,1,2022-02-25,990,1,2022-02-25,openfda_orig_decisions_2011_2026,2022-02-25 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761082,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761082_2022_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2206%2F11%2F2019%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA202049-20130318,CR-NDA202049-20130318,JOINED,,FALSE,202049_2021_Orig1s000OtherActionLtrs.pdf,Pharmaxis Ltd.,NDA 202049,NDA202049,NDA,2013-03-18,2013,COMPLETE RESPONSE,Approved,1,2020-10-30,2783,1,2020-10-30,openfda_orig_decisions_2011_2026,2020-10-30 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA202049,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22202049_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2203%2F18%2F2013%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA218762-20240417,CR-NDA218762-20240417,JOINED,,FALSE,CRL_NDA218762_20240417.pdf,Accord Healthcare Inc.,NDA 218762,NDA218762,NDA,2024-04-17,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA218762,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA218762_20240417.pdf%22+AND+letter_date%3A%2204%2F17%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA216987-20251106,CR-NDA216987-20251106,JOINED,,FALSE,CRL_NDA216987_20251106.pdf,Accord Healthcare Inc.,NDA 216987,NDA216987,NDA,2025-11-06,2025,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA216987,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA216987_20251106.pdf%22+AND+letter_date%3A%2211%2F06%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761373-20240704,CR-BLA761373-20240704,JOINED,,FALSE,761373Orig2s000_761425Orig2s000OtherActionLtrs.pdf,"Samsung Bioepis Co., Ltd.",BLA 761373/Original 2|BLA 761425/Original 2|BLA 761373|BLA 761425,BLA761373,BLA,2024-07-04,2024,CORRECTED PROVISIONAL DETERMINATION,Approved,4,2025-04-30,300,4,2025-04-30,openfda_orig_decisions_2011_2026,2025-04-30 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761373,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761373Orig2s000_761425Orig2s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2207%2F04%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA218762-20241205,CR-NDA218762-20241205,JOINED,,FALSE,CRL_NDA218762_20241205.pdf,Accord Healthcare Inc.,NDA 218762,NDA218762,NDA,2024-12-05,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA218762,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA218762_20241205.pdf%22+AND+letter_date%3A%2212%2F05%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA215455-20240808,CR-NDA215455-20240808,JOINED,,FALSE,CRL_NDA215455_20240808.pdf,Lykos Therapeutics,NDA 215455,NDA215455,NDA,2024-08-08,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA215455,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA215455_20240808.pdf%22+AND+letter_date%3A%2208%2F08%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA220707-20260213,CR-NDA220707-20260213,JOINED,,FALSE,CRL_NDA220707_20260213.pdf,"Disc Medicine, Inc.",NDA 220707,NDA220707,NDA,2026-02-13,2026,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA220707,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA220707_20260213.pdf%22+AND+letter_date%3A%2202%2F13%2F2026%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA218026-20240816,CR-NDA218026-20240816,JOINED,,FALSE,CRL_NDA218026_20240816.pdf,"Antares Pharma, Inc.",NDA 218026,NDA218026,NDA,2024-08-16,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA218026,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA218026_20240816.pdf%22+AND+letter_date%3A%2208%2F16%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA212122-20190930,C042,JOINED_CURATED_DATE_COMPANY,C042,FALSE,212122_2021_Orig1s000OtherActionLtrs.pdf,AstraZeneca AB,NDA 212122,NDA212122,NDA,2019-09-30,2019,COMPLETE RESPONSE,Approved,1,2020-07-23,297,2,2020-07-23,openfda_orig_decisions_2011_2026,2020-07-23 ORIG; 2026-04-27 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA212122,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22212122_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2209%2F30%2F2019%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Linked to curated master row C042 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-NDA210274-20180615,CR-NDA210274-20180615,JOINED,,FALSE,210274_2023_Orig1s000OtherActionLtrs.pdf,Zhejiang Novus Pharmaceuticals Co. Ltd.,NDA 210274,NDA210274,NDA,2018-06-15,2018,COMPLETE RESPONSE,Approved,1,2023-01-20,1680,1,2023-01-20,openfda_orig_decisions_2011_2026,2023-01-20 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA210274,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22210274_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2206%2F15%2F2018%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
