company_name,ticker,drug_name,decision_type,decision_date,indication,review_pathway,stock_price_before,stock_price_after,pct_change,price_t1,pct_change_t1,price_data_status,company_success_rate_summary,company_score,company_score_grade,company_score_confidence,us_investable_class,fda_source_url,secondary_source_url,flags,verification_status
Bristol Myers Squibb Company (applicant at approval: Celgene),BMY,Reblozyl (luspatercept-aamt),Approval,2019-11-08,Anemia associated with beta thalassemia,Priority,,,,,,Not yet matched to price snapshot,22/22 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.9,C,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22reblozyl%22&count=sponsor_name,IRREGULARITY,Verified - FLAGGED IRREGULARITY (ownership change)
Giskit (per openFDA holder-of-record; ExEm Foam US),,ExEm Foam (air polymer-type A),Approval,2019-11-07,Fallopian tube patency assessment,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22exem%20foam%22&count=sponsor_name,IRREGULARITY,Verified - openFDA drugsfda sponsor/equity resolved - FLAGGED (holder name irregular)
Vertex Pharmaceuticals Incorporated,VRTX,"Trikafta (elexacaftor, tezacaftor, ivacaftor)",Approval,2019-10-21,Cystic fibrosis,Priority,,,,,,Not yet matched to price snapshot,7/7 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),85.1,A,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22trikafta%22&count=sponsor_name,,Verified
Eli Lilly and Company,LLY,Reyvow (lasmiditan),Approval,2019-10-11,Migraine,,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22reyvow%22&count=sponsor_name,,Verified
"The Feinstein Institutes for Medical Research (Northwell Health, non-profit)",,(no trade name) (fluorodopa F 18) (fluorodopa F 18),Approval,2019-10-10,Diagnostic imaging in Parkinsonian syndromes,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.generic_name:%22fluorodopa%20f%2018%22&count=sponsor_name,,Verified - openFDA drugsfda sponsor/equity resolved
Clinuvel Inc.,NO_US_TICKER,Scenesse (afamelanotide),Approval,2019-10-08,Erythropoietic protoporphyria,,,,,,,Not yet matched to price snapshot,14/14 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),,,Not scored - no verified FDA decisions tracked,NON-US LISTING ONLY,https://www.fda.gov/media/133911/download,https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2019/210797Orig1s000ltr.pdf,,Verified - FDA approval letter resolves decision-date sponsor
Novartis AG,NVS,Beovu (brolucizumab-dbll),Approval,2019-10-07,Neovascular (wet) age-related macular degeneration,,,,,,,Not yet matched to price snapshot,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22beovu%22&count=sponsor_name,,Verified
Galderma Group AG,GALD.SW,Aklief (trifarotene),Approval,2019-10-04,Acne vulgaris,,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),48.9,D,Low,NON-US LISTING ONLY,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22aklief%22&count=sponsor_name,,Verified
"Ardelyx, Inc.",ARDX,Ibsrela (tenapanor),Approval,2019-09-12,Irritable bowel syndrome with constipation,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22ibsrela%22&count=sponsor_name,,Verified (ticker + exchange confirmed 2026-09-12 via Yahoo Finance chart API meta: longName / fullExchangeName)
"Kyowa Kirin Co., Ltd.",NO_US_TICKER,Nourianz (istradefylline),Approval,2019-08-27,Parkinson's disease,,,,,,,Not yet matched to price snapshot,14/14 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),,,Not scored - no verified FDA decisions tracked,NON-US LISTING ONLY,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22nourianz%22&count=sponsor_name,,Verified
Applicant not machine-verifiable (openFDA has no record for this generic),NO_TICKER,(no trade name) (gallium Ga 68 DOTATOC) (gallium Ga 68 DOTATOC),Approval,2019-08-21,Diagnostic imaging of neuroendocrine tumors,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,NOT US-INVESTABLE (UNVERIFIED),https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.generic_name:%22gallium%20ga%2068%20dotatoc%22&count=sponsor_name,IRREGULARITY,Verified - FLAGGED (openFDA unresolvable this pass)
Nabriva Therapeutics (delisted 2023),NBRW,Xenleta (lefamulin),Approval,2019-08-19,Community-acquired bacterial pneumonia,Priority Review,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.5,C,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22xenleta%22&count=sponsor_name,IRREGULARITY,Verified - openFDA drugsfda sponsor/equity resolved - FLAGGED (holder term unresolved)
Bristol Myers Squibb Company (via Celgene),BMY,Inrebic (fedratinib),Approval,2019-08-16,Certain types of myelofibrosis,Priority,,,,,,Not yet matched to price snapshot,22/22 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.9,C,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22inrebic%22&count=sponsor_name,,Verified
AbbVie Inc.,ABBV,Rinvoq (upadacitinib),Approval,2019-08-16,Rheumatoid arthritis,,,,,,,Not yet matched to price snapshot,10/11 tracked programs approved; 0 advancing; 0 paused/on hold; 1 CRL(s),51.3,C,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22rinvoq%22&count=sponsor_name,,Verified
"Genentech, Inc. (Roche group)",RHHBY,Rozlytrek (entrectinib),Approval,2019-08-15,ROS1-positive non-small cell lung cancer; NTRK fusion-positive solid tumors,,,,,,,Not yet matched to price snapshot,21/21 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),86.3,A,Moderate,US-LISTED (ADR),https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22rozlytrek%22&count=sponsor_name,,Verified
Mylan (Viatris 2020; TB Alliance program),MYL,(no trade name) (pretomanid) (pretomanid),Approval,2019-08-14,Treatment-refractory tuberculosis,Priority Review,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.0,B,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.generic_name:%22pretomanid%22&count=sponsor_name,IRREGULARITY,Verified - openFDA drugsfda sponsor/equity resolved - FLAGGED (no trade name; developer non-profit)
Harmony Biosciences,HRMY,Wakix (pitolisant),Approval,2019-08-14,Narcolepsy,Priority Review,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.5,C,Low,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22wakix%22&count=sponsor_name,,Verified - openFDA drugsfda sponsor/equity resolved
"Daiichi Sankyo Company, Limited",DSNKY,Turalio (pexidartinib),Approval,2019-08-02,Symptomatic tenosynovial giant cell tumor,Priority,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),70.5,B,Moderate,US-LISTED (ADR),https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22turalio%22&count=sponsor_name,,"Verified - foreign/OTC listing, price not captured"
Bayer AG (with Orion),BAYRY,Nubeqa (darolutamide),Approval,2019-07-30,Non-metastatic castration-resistant prostate cancer,Priority,,,,,,Not yet matched to price snapshot,15/15 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.9,A,Moderate,US-LISTED (ADR),https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22nubeqa%22&count=sponsor_name,,"Verified - foreign/OTC listing, price not captured"
Shield Therapeutics plc (UK),STX,Accrufer (ferric maltol),Approval,2019-07-25,Iron deficiency anemia,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,NON-US LISTING ONLY,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22accrufer%22&count=sponsor_name,,Verified - openFDA drugsfda sponsor/equity resolved
"Merck & Co., Inc.",MRK,Recarbrio (imipenem/cilastatin/relebactam),Approval,2019-07-16,Complicated urinary tract and intra-abdominal infections,,,,,,,Not yet matched to price snapshot,8/8 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.6,B,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22recarbrio%22&count=sponsor_name,,Verified
Karyopharm Therapeutics Inc.,KPTI,Xpovio (selinexor),Approval,2019-07-03,Relapsed or refractory multiple myeloma,Accelerated Approval,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22xpovio%22&count=sponsor_name,,Verified
"AMAG Pharmaceuticals, Inc.",AMAG,Vyleesi (bremelanotide),Approval,2019-06-21,Hypoactive sexual desire disorder,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,US-LISTED,https://www.fda.gov/media/133911/download,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/210557Orig1s000Approv.pdf,,Verified - FDA approval letter resolves decision-date sponsor
"Roche (Genentech, Inc.)",RHHBY,Polivy (polatuzumab vedotin-piiq),Approval,2019-06-10,Relapsed or refractory diffuse large B-cell lymphoma,Accelerated Approval,,,,,,Not yet matched to price snapshot,21/21 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),86.3,A,Moderate,US-LISTED (ADR),https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22polivy%22&count=sponsor_name,,Verified
Novartis AG,NVS,Piqray (alpelisib),Approval,2019-05-24,Advanced or metastatic breast cancer,Priority,,,,,,Not yet matched to price snapshot,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22piqray%22&count=sponsor_name,,Verified
Pfizer Inc. (applicant: FoldRx Pharmaceuticals),PFE,Vyndaqel (tafamidis meglumine),Approval,2019-05-03,Cardiomyopathy caused by transthyretin-mediated amyloidosis,Priority,,,,,,Not yet matched to price snapshot,30/30 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.7,A,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22vyndaqel%22&count=sponsor_name,,Verified
AbbVie Inc.,ABBV,Skyrizi (risankizumab-rzaa),Approval,2019-04-23,Moderate-to-severe plaque psoriasis,Standard,,,,,,Not yet matched to price snapshot,10/11 tracked programs approved; 0 advancing; 0 paused/on hold; 1 CRL(s),51.3,C,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22skyrizi%22&count=sponsor_name,,Verified
Johnson & Johnson (Janssen Biotech),JNJ,Balversa (erdafitinib),Approval,2019-04-12,Locally advanced or metastatic bladder cancer (FGFR-altered),Accelerated Approval,,,,,,Not yet matched to price snapshot,28/28 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.5,B,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22balversa%22&count=sponsor_name,,Verified
Amgen Inc. (with UCB),AMGN,Evenity (romosozumab-aqqg),Approval,2019-04-09,Osteoporosis in postmenopausal women at high risk of fracture,Standard,,,,,,Not yet matched to price snapshot,13/13 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),81.6,A,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22evenity%22&count=sponsor_name,,Verified
Novartis AG,NVS,Mayzent (siponimod),Approval,2019-03-26,Relapsing forms of multiple sclerosis,Standard,,,,,,Not yet matched to price snapshot,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22mayzent%22&count=sponsor_name,,Verified
Jazz Pharmaceuticals Ireland Limited,JAZZ,Sunosi (solriamfetol),Approval,2019-03-20,Excessive daytime sleepiness,,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),81.1,A,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/211230Orig1Orig2s000Approv.pdf,,Verified - FDA approval letter resolves decision-date sponsor
Sage Therapeutics,SAGE,Zulresso (brexanolone),Approval,2019-03-19,For the treatment of postpartum depression in adult women.,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,US-LISTED,https://www.fda.gov/media/133911/download (Advancing Health Through Innovation: New Drug Therapy Approvals 2019),http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211371,,Verified
Novartis AG,NVS,Egaten (triclabendazole),Approval,2019-02-13,Fascioliasis,Priority Review,,,,,,Not yet matched to price snapshot,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22egaten%22&count=sponsor_name,,Verified
Sanofi (Ablynx NV),SNY,Cablivi (caplacizumab-yhdp),Approval,2019-02-06,Acquired thrombotic thrombocytopenic purpura,Priority,,,,,,Not yet matched to price snapshot,18/18 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.3,C,Moderate,US-LISTED (ADR),https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22cablivi%22&count=sponsor_name,,Verified
"Evolus, Inc.",EOLS,Jeuveau (prabotulinumtoxinA-xvfs),Approval,2019-02-01,Glabellar lines,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,US-LISTED,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22jeuveau%22&count=sponsor_name,,Verified (ticker + exchange confirmed 2026-09-12 via Yahoo Finance chart API meta: longName / fullExchangeName)
Alexion Pharmaceuticals (acquired by AstraZeneca 2021),ALXN,Ultomiris (ravulizumab-cwvz),Approval,2018-12-21,Paroxysmal nocturnal hemoglobinuria (PNH),,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),81.1,A,Moderate,FORMERLY US-LISTED (DELISTED/ACQUIRED),http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761108,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22ultomiris%22&count=sponsor_name,,Verified - openFDA drugsfda sponsor/equity resolved
Stemline Therapeutics (Menarini group),NO_TICKER,Elzonris (tagraxofusp-erzs),Approval,2018-12-21,Blastic plasmacytoid dendritic cell neoplasm (BPDCN),,,,,,,No public ticker,Not yet built - scorecard pending,64.5,C,Low,PRIVATE / NO EQUITY,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761116,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22elzonris%22&count=sponsor_name,,Verified
Servier Pharmaceuticals (Les Laboratoires Servier),NO_TICKER,Asparlas (calaspargase pegol-mknl),Approval,2018-12-20,To treat acute lymphoblastic leukemia (ALL) in pediatric and young adult patients age 1 month to 21 years,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761102,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22asparlas%22&count=sponsor_name,,Verified
Takeda Pharmaceutical Company Limited,TAK,Motegrity (prucalopride),Approval,2018-12-14,To treat chronic idiopathic constipation,,,,,,,Not yet matched to price snapshot,10/10 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),49.4,D,Moderate,US-LISTED,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210166,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22motegrity%22&count=sponsor_name,,Verified
Astellas Pharma Inc.,ALPMY,Xospata (gilteritinib),Approval,2018-11-28,To treat patients who have relapsed or refractory acute myeloid leukemia (AML),,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),66.7,B,Moderate,US-LISTED (ADR),http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211349,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22xospata%22&count=sponsor_name,,Verified
Catalyst Pharmaceuticals,CPRX,Firdapse (amifampridine),Approval,2018-11-28,To treat Lambert-Eaton myasthenic syndrome (LEMS) in adults,,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),48.9,D,Low,US-LISTED,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208078,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22firdapse%22&count=sponsor_name,,Verified - openFDA drugsfda sponsor/equity resolved
