row_id,year,application_number,application_kind,decision_date,submission_class_code,submission_class_code_description,review_priority,nme_comparable,classification_group,sponsor_name_drugsatfda_holder,full_db_holder_match,first_product_brand,first_product_ingredients,first_product_form_route,n_products,first_product_marketing_status,ingredient_first_appearance,ingredient_screen,tracked_in,live_probe_status,drugsatfda_url,openfda_url,verification_status,notes
PRE1965AUDIT-1952-07,1952,NDA008372,NDA,1952-04-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,MALLINCKRODT IRELAND,MATCH,ACTHAR GEL,CORTICOTROPIN 40 UNITS/ML,INJECTABLE; INJECTION,4,Discontinued,1950-07-03 on NDA007504,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008372,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008372%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-08,1952,NDA008107,NDA,1952-06-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),HOSPIRA,MATCH,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM EQ 100MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,5,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1952-08 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008107,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008107%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-09,1952,NDA050141,NDA,1952-06-27,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),KING PHARMS LLC,MATCH,BICILLIN L-A,"PENICILLIN G BENZATHINE 300,000 UNITS/ML",INJECTABLE; INJECTION,2,Discontinued,1951-11-22 on NDA050126,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050141,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050141%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-10,1952,NDA008506,NDA,1952-08-05,TYPE 2/4,Type 2 New Active Ingredient and Type 4 New Combination,PRIORITY,FALSE,Type 2 New Active Ingredient and Type 4 New Combination,MERCK,MATCH,HYDROCORTONE,HYDROCORTISONE 10MG,TABLET; ORAL,2,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008506,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008506%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-11,1952,NDA008370,NDA,1952-08-13,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,ABBVIE,MATCH,BENTYL,DICYCLOMINE HYDROCHLORIDE 10MG/ML,INJECTABLE; INJECTION,2,Discontinued,1950-05-11 on NDA007409,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008370,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008370%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-12,1952,NDA008453,NDA,1952-08-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),SANDOZ,MATCH,ANECTINE,SUCCINYLCHOLINE CHLORIDE 1GM/VIAL,INJECTABLE; INJECTION,4,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1952-12 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008453,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008453%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-13,1952,NDA008592,NDA,1952-09-19,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,TRUE,NME + new combination (Type 1/4),EASTMAN KODAK,MATCH,RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN,LEVONORDEFRIN 0.05MG/ML; PROCAINE HYDROCHLORIDE 2%; PROPOXYCAINE HYDROCHLORIDE 0.4%,INJECTABLE; INJECTION,2,Discontinued,1950-07-13 on NDA007513,"FLAG-RESCREEN: NOREPINEPHRINE BITARTRATE first seen 1950-07-13 on NDA007513 - ingredient already appears on an earlier row of the 1939-1964 payload universe (sibling pair or re-approval of a marketed ingredient). Flagged for review; the row is kept verbatim and excluded only from the counted-once statistic. Drugs@FDA pre-1965 coverage is incomplete, so an earlier marketing may also simply be absent from the payloads.",PRE1965-1952-13 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008592,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008592%22,Verified (live probe match); re-screening flag (see ingredient_screen),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-14,1952,NDA008662,NDA,1952-09-29,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,SANDOZ,MATCH,NYDRAZID,ISONIAZID 100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008662,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008662%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-15,1952,NDA008173,NDA,1952-11-10,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),VALEANT PHARM INTL,MATCH,BENOQUIN,MONOBENZONE 20%,CREAM; TOPICAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1952-15 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008173,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008173%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-16,1952,NDA008678,NDA,1952-11-17,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,EPIC PHARMA LLC,MATCH,ISONIAZID,ISONIAZID 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,2,Discontinued,1952-09-29 on NDA008662,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008678,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008678%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-17,1952,NDA008697,NDA,1952-12-15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,PHARMACIA AND UPJOHN,MATCH,CORTEF,HYDROCORTISONE 20MG,TABLET; ORAL,3,Prescription,1952-08-05 on NDA008506,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008697,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008697%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-18,1952,NDA060014,NDA,1952-12-16,,,,FALSE,NOT PUBLISHED (blank class),CASPER PHARMA LLC,MATCH,PERMAPEN,"PENICILLIN G BENZATHINE 600,000 UNITS/ML",INJECTABLE; INJECTION,1,Discontinued,1951-11-22 on NDA050126,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=060014,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA060014%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1953-01,1953,NDA008762,NDA,1953-01-06,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,VIATRIS,MATCH,DILANTIN-125,PHENYTOIN 125MG/5ML,SUSPENSION; ORAL,2,Prescription,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008762,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008762%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1953-02,1953,NDA008719,NDA,1953-01-08,TYPE 3,Type 3 - New Dosage Form,PRIORITY,FALSE,Type 3 - New Dosage Form,VALEANT PHARM INTL,MATCH,LEVO-DROMORAN,LEVORPHANOL TARTRATE 2MG/ML,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008719,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008719%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1953-03,1953,NDA008720,NDA,1953-01-08,TYPE 3,Type 3 - New Dosage Form,PRIORITY,FALSE,Type 3 - New Dosage Form,VALEANT PHARM INTL,MATCH,LEVO-DROMORAN,LEVORPHANOL TARTRATE 2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,1,Discontinued,1953-01-08 on NDA008719,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008720,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008720%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
