decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1985-1975-016832,1975,NDA016832,CYLERT,,ABBOTT (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1975-01-27,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016832,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19750101%20TO%2019751231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016832; brand=CYLERT; generic=."
PRE1985-1975-017613,1975,NDA017613,LOTRIMIN,,SCHERING PLOUGH (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1975-02-03,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017613,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19750101%20TO%2019751231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017613; brand=LOTRIMIN; generic=."
PRE1985-1975-017525,1975,NDA017525,LOXITANE,,TEVA BRANDED PHARM (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1975-02-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017525,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19750101%20TO%2019751231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017525; brand=LOXITANE; generic=."
PRE1985-1975-017555,1975,NDA017555,SINEMET,CARBIDOPA AND LEVODOPA,ORGANON (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1975-05-02,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017555,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19750101%20TO%2019751231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017555; brand=SINEMET; generic=CARBIDOPA AND LEVODOPA."
PRE1985-1975-017575,1975,NDA017575,DTIC-DOME,,BAYER HLTHCARE (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1975-05-27,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017575,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19750101%20TO%2019751231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017575; brand=DTIC-DOME; generic=."
PRE1985-1975-017533,1975,NDA017533,KLONOPIN,CLONAZEPAM,CHEPLAPHARM (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1975-06-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017533,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19750101%20TO%2019751231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017533; brand=KLONOPIN; generic=CLONAZEPAM."
PRE1985-1975-050477,1975,NDA050477,NEBCIN,,LILLY (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1975-06-11,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050477,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19750101%20TO%2019751231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA050477; brand=NEBCIN; generic=."
PRE1985-1975-017577,1975,NDA017577,DITROPAN,,JANSSEN PHARMS (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1975-07-16,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017577,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19750101%20TO%2019751231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017577; brand=DITROPAN; generic=."
PRE1985-1975-017569,1975,NDA017569,RENOQUID,,GLENWOOD (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1975-09-12,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017569,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19750101%20TO%2019751231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017569; brand=RENOQUID; generic=."
PRE1985-1976-017835,1976,BLA017835,CHROMALBIN,,ISO TEX (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1976-02-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017835,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19760101%20TO%2019761231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=BLA017835; brand=CHROMALBIN; generic=."
PRE1985-1976-017836,1976,BLA017836,JEANATOPE,,ISO TEX (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1976-02-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017836,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19760101%20TO%2019761231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=BLA017836; brand=JEANATOPE; generic=."
PRE1985-1976-017518,1976,NDA017518,YTTERBIUM YB 169 DTPA,,3M (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1976-03-11,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017518,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19760101%20TO%2019761231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017518; brand=YTTERBIUM YB 169 DTPA; generic=."
